 Flow Duration , Total Fwd Packets ,Total Backward Packets, Flow Bytes/s ,Fwd Packet Length Mean, Bwd Packet Length Mean , Flow IAT Mean , Label
59554,1377,735,3541.6492306832183,186.87852195994543,261.86275466729774,917.082957132371, BENIGN 
68701,3646,566,3665.8687001162716,283.6999011235861,159.0681167062771,1287.996770914023, BENIGN 
27047,2649,4463,2122.034574187878,222.93991170531032,247.33253670411506,588.8382844485377, BENIGN 
55734,2229,350,5172.424657941071,293.56796389773194,197.03856044285428,-10.908979488640284, BENIGN 
76451,4631,2582,1519.5880092111565,221.24829223871149,305.2759481154886,1117.4268733061367, BENIGN 
89446,3969,2541,3371.2531373969687,371.98494064960465,200.9025996968236,982.5760678930142, BENIGN 
56848,4810,280,1395.8795301856708,250.66455941610428,1.8866846401745079,1504.4679807568937, BENIGN 
24088,1413,4210,2882.2455133968538,443.6444104806997,272.62767060976813,944.0285334403845, BENIGN 
71264,4253,2503,2314.447634558298,298.2140237690264,177.8630560532638,969.6484224211267, BENIGN 
17023,1066,634,3162.90704561278,142.0476529401493,190.80600334953962,1244.187126972891, BENIGN 
13915,4029,644,3410.109217629174,416.9197266778598,233.5146430568351,1361.7321524587685, BENIGN 
35862,2744,3503,1852.3995564064894,337.8943163896413,110.27044608476844,751.938048569195, BENIGN 
32886,2989,3098,2964.702654058109,280.4118100064784,215.22575024150544,1330.5745658519572, BENIGN 
14611,577,2063,4672.409066947539,301.7306764958742,247.41478964198618,817.3931605746345, BENIGN 
5237,4396,2026,1425.281882998247,154.87625883062498,235.48449326241484,1005.7825613043027, BENIGN 
94615,1394,177,1975.1354770055202,105.64991117309887,168.07481242766053,1234.769409982575, BENIGN 
67733,2991,160,4032.9055774984017,246.66002339989151,279.4352374464871,1295.7977203573, BENIGN 
71744,832,2680,3093.065775895704,360.30162713193346,140.17528355278392,1111.4102172416535, BENIGN 
6629,4629,1818,3181.385915789477,281.6567074614885,166.21348573351662,621.8056355383802, BENIGN 
79619,1600,1260,4226.762818430792,386.73371979273156,200.4798995130999,345.41085176766205, BENIGN 
36446,3813,1896,2047.1175578420489,355.6976626553752,230.68278514902943,934.2154041214417, BENIGN 
74804,3827,3026,2376.7977238828853,251.64869654283623,187.28196771508058,1339.9497005484172, ATTACK 
49040,2751,1466,2228.829760239794,344.700553706178,296.0010829301116,1157.39410448921, BENIGN 
24282,604,1747,2582.156343197325,371.8076308683784,230.67003495208064,1084.711552583013, BENIGN 
26223,1400,1414,4607.426501937214,243.58544231336984,215.2960574589908,997.5407052367309, ATTACK 
14066,3059,3332,958.7038853705856,232.89795515641424,228.20953113862203,1108.1856452150903, ATTACK 
82968,2679,274,inf,261.23603898665937,261.30341516731903,652.0680880661284, BENIGN 
42943,2924,4592,1361.180319248185,57.047373781974756,226.8542425198712,1273.0706367078485, ATTACK 
78004,1247,2772,4682.0327408231615,272.43455212606744,83.33382167956427,1296.207260447752, BENIGN 
82902,2691,1223,2262.720078360284,307.6350386467851,286.26562048202095,875.6570720798524, BENIGN 
16700,427,3797,2607.9916246980015,261.56088731324013,218.37726456532687,1152.9526707280734, BENIGN 
33052,2421,4699,1062.4389864948764,277.5739536289099,257.93969650552225,399.2076874704982, BENIGN 
12415,457,291,2685.1367566008976,246.52188995203974,181.58395317767884,1063.0167705899667, BENIGN 
957,3319,1022,4039.8260650103603,90.2382488036555,82.12984177391641,953.4061586704166, BENIGN 
98651,2834,720,3303.548457927556,383.00758087226916,50.476326608796455,1440.7315174046685, BENIGN 
66006,4259,354,2870.5631384416492,220.57369220786254,143.89425474495613,930.4750349852287, BENIGN 
45167,2310,3693,1122.137369457911,200.57838979758614,246.21059658002855,1304.032579683331, BENIGN 
20007,811,964,2606.457495230434,358.6386222761462,300.8523668474994,863.0896210861246, BENIGN 
59094,1176,1918,3176.2977167110585,328.29603747689714,231.1379857693142,199.8647498987143, ATTACK 
54283,4070,4074,1809.8101715600344,271.8452684780622,136.3440813438085,921.0622877164185, BENIGN 
22288,4791,3059,3785.8693895734573,311.5495778479676,155.11130994494468,1068.8650392897034, BENIGN 
1488,308,3388,4062.0822559740836,157.6009331447614,305.25481690558235,1052.7931262909776, BENIGN 
46900,3382,489,2365.6215496150858,243.52845007843615,118.24533906209152,1058.0826768457173, BENIGN 
50885,2411,4854,3870.998632526045,353.58272875657997,357.12410170600543,822.7410291720515, BENIGN 
79824,1289,414,2868.31248301916,195.82865446958644,341.3226268077241,886.6953484892415, BENIGN 
39361,2557,3549,4376.565577894576,170.1333356004999,359.43054489089195,605.7796543968135, BENIGN 
9708,4679,3197,5440.980792069697,256.2883162269352,236.64910412391112,301.18801707179637, BENIGN 
88041,988,2063,1687.6014216801038,258.16456088782354,186.09326276810538,962.7393488170379, BENIGN 
41361,4185,4190,3923.381284255999,301.8057679872015,234.94423863060754,739.1789211256597, ATTACK 
72181,449,4462,4565.957479395273,139.74780502082845,273.600946573636,1377.9424526498879, BENIGN 
4316,3603,352,1835.183591577801,46.049858367949554,164.44568659467768,236.30570977859895, BENIGN 
3603,375,4790,2309.8551981376077,323.6985541951096,132.9157733521687,1101.8565797005024, ATTACK 
2331,304,1206,2296.3474821249556,163.36144214362008,190.12444541785356,1742.5205427058816, BENIGN 
78952,187,3958,2840.6625137566534,201.2007711055049,155.93845557273434,936.003748968873, BENIGN 
24080,4024,4103,2572.3613925352543,75.34116144368352,296.8620535055252,999.0381682612851, ATTACK 
79122,2868,2783,2762.0584943339013,331.8330145620446,166.84993403894794,1149.2213694900217, BENIGN 
94486,3452,4316,4005.5859939338025,278.02705792580247,216.69490266181398,1176.5818100220044, ATTACK 
66341,778,4129,inf,274.81556352407586,278.812836442549,857.0224322037739, BENIGN 
98577,4607,2613,1831.327894030349,274.2764067351629,299.58896172420873,647.0963264831444, BENIGN 
92929,4043,896,3803.91369145184,85.18702767748118,224.5991497298305,1228.4522791426853, BENIGN 
72268,2443,2173,3663.3313783450494,171.18672092736756,236.90073656292762,332.17851440405764, BENIGN 
80325,4494,4501,1729.7493671599314,213.86183116430436,138.8106560747567,1291.2799120176433, ATTACK 
60347,715,1014,3671.642340364403,190.10057830909324,281.61396528467327,862.8705165761345, BENIGN 
21890,1462,4997,4592.240348183731,228.2790760283036,298.4466269608087,1001.0798039305023, ATTACK 
10285,243,909,2941.1681826413883,269.6959762143036,79.07528493066158,816.03724506307, BENIGN 
38155,823,3326,1790.4467735233363,330.5150653004153,333.40620743749355,1500.8089182325682, ATTACK 
47516,4207,3205,4049.9451075770967,131.58367783674396,160.95383731907793,1087.153747598608, ATTACK 
34992,2048,980,5067.654517165049,249.29316905612183,251.62416216946914,887.3917046857484, BENIGN 
10201,3226,2362,1936.6316358725226,306.9234943139022,215.42932073711214,877.5339865253891, ATTACK 
50491,4407,723,3047.1024887400404,176.07334640225443,205.77369077225967,948.1450028662452, BENIGN 
49861,3820,1824,4308.186761864425,234.5733780985697,195.54374152061953,1838.9290617868228, BENIGN 
95371,1999,4797,3138.4304579558234,287.32416923898796,140.5205667583511,539.0190750571277, BENIGN 
95431,1742,272,903.2444003902979,250.89670875836126,246.6679607453584,1379.0087633380097, BENIGN 
61560,542,4356,3532.101262542958,303.9358208452851,189.97687318710211,1198.8368504814848, BENIGN 
85045,4148,3387,1825.4296364125212,257.5758517639677,118.3404375072926,1538.9341133442267, BENIGN 
31294,4923,3743,1475.1328812071836,225.0509968268604,137.5496718085675,1220.1733783170328, BENIGN 
96934,2501,1411,926.7024108170458,156.18321961089003,119.52876154160313,1001.1770501283862, BENIGN 
94151,2498,4745,4428.488751798817,269.7734845130931,173.27866147885874,1357.009670017133, BENIGN 
12531,4242,1267,1998.3464171790886,257.99782219938965,243.95695159026516,1080.4190885222529, BENIGN 
70027,1712,2517,3400.003416297446,170.573437775552,160.2217364580784,1264.234610712209, BENIGN 
45777,2033,184,3694.7453166952832,296.5644659876211,278.2809089715636,1499.87681233673, ATTACK 
26608,4468,4438,3194.18278777824,351.4338805072016,201.65498644078457,1032.3819908378691, ATTACK 
41199,1897,3522,3355.884935968766,197.1925545628792,189.74165547110408,851.4652564219348, ATTACK 
90651,4637,814,3457.257704879396,191.78942845776328,211.17358012072484,774.6658475128153, BENIGN 
92426,807,3310,3165.7172239744723,188.86811544629452,307.66084522294256,1157.689142658868, BENIGN 
34421,2484,914,2087.8085828207713,115.70707582501925,114.00629156403846,692.6410568688941, ATTACK 
46180,2449,2222,1980.7954054180927,410.3585349500076,325.94568799934007,877.5682625017691, BENIGN 
51621,1534,2562,2874.0221469888884,214.08916955873846,277.21120762472447,661.3509334041879, BENIGN 
73353,4815,4656,inf,181.323665806861,208.48404534738208,1177.9186914466025, BENIGN 
47922,2413,1663,3515.1836789118897,159.8579962408526,292.81179793390794,736.7454802973812, BENIGN 
39593,4395,65,4321.980080598191,218.96260268848152,187.42690035479814,549.6434806667007, BENIGN 
92363,1097,2163,3412.6864326833884,194.38325066693466,229.99748627288827,611.2286019783986, BENIGN 
37272,1745,4632,2026.9395370594068,365.0458549408443,172.1009844720787,800.1190736764956, BENIGN 
26567,2391,3991,382.61302232326034,150.10097471489559,277.6532614719705,831.8947133861291, BENIGN 
32697,2820,296,2077.2753529448114,126.91726149693301,160.49210763350328,1088.008425943725, BENIGN 
33331,1147,267,1386.6115661681692,294.14272658299296,206.40425476987818,943.4318489574015, BENIGN 
55511,1566,3784,2123.553357167041,241.4234802952553,257.5397172827637,1129.6087778151966, BENIGN 
66016,3111,3604,3290.7323866382535,232.16441309767075,283.3732749041727,1157.7143835896034, BENIGN 
13434,1393,2786,3101.268609406411,294.77089970435713,152.51914707617823,1259.1748289999873, BENIGN 
88661,3799,442,5229.813140325852,260.93693098356266,262.7196764584256,332.2613981176804, BENIGN 
25343,2386,1401,3579.697862498623,246.25459305117715,141.26104432116745,605.4718200275022, BENIGN 
11489,4847,4237,5291.000739977642,137.5483118461088,59.47684220737497,1194.2103530340348, BENIGN 
66832,1189,698,3858.167284787912,116.55238802625365,157.6355446938449,1073.99431968713, ATTACK 
20989,4213,1010,4302.8480919660415,193.96572949675618,268.4261983253422,1341.9265337440822, BENIGN 
75005,2451,2261,2569.31727405485,163.25080472808563,209.14481847155068,459.59383001856463, BENIGN 
94803,431,3674,1710.58886000485,271.53646388185496,172.55014197706646,833.6958994519425, ATTACK 
69253,3526,4141,2461.2481310389444,106.10280714321897,213.8834826443706,896.2670222479696, BENIGN 
77729,1058,2959,2985.7565631864013,214.2271925651813,211.56797711117287,1058.2973257960107, BENIGN 
49478,693,2462,2246.2093391939743,236.15401133345793,253.53289842050282,1012.5570810874011, BENIGN 
34607,2658,1928,1798.6290906349784,246.82757763747043,97.18030529020463,1164.1772237060486, BENIGN 
61324,3929,219,3500.2052309049113,281.91714101676325,202.8352930215837,959.8711135893861, BENIGN 
35764,1288,1338,1793.5234005632972,223.8767845207234,218.6994090079067,1480.3176948341393, BENIGN 
87620,3115,1074,1159.8096622577634,196.60063968316493,114.42408853020204,1591.9232473602576, BENIGN 
46953,72,288,1653.496663322885,349.55841203598334,113.46423051357552,608.7361363102284, BENIGN 
49898,923,3725,2718.773414084102,224.39738491633324,184.47041067123274,1015.7889235922373, BENIGN 
67380,3774,1767,1810.8970706825721,363.53042940434403,210.59669982890875,1279.2979963574867, BENIGN 
18933,65,2548,2726.292116017788,223.98982004445213,210.84322175388706,1204.8647935982547, ATTACK 
56104,1789,1003,3720.533166335052,248.6984269384162,171.05560630597284,857.2547314825102, BENIGN 
75393,2539,2956,3689.331656236021,238.90021219986176,168.18657849230132,1089.202709836375, BENIGN 
77612,331,680,inf,268.497488690586,182.33765749645113,445.7895898861035, BENIGN 
22495,4892,3388,1435.2700955532607,216.41214440832385,230.89652329441202,993.3003425431701, BENIGN 
5417,2544,3692,2309.251841820951,257.6907978996599,297.12347047553226,488.893703424295, BENIGN 
19421,1693,1557,3786.7737717402606,372.46512212765015,54.5722179489116,1177.7926374113113, BENIGN 
81904,4886,1063,4067.035474853482,333.9081431779649,253.6101484911278,609.4147181653215, BENIGN 
26543,2793,3900,3423.467905240024,334.4590674895627,202.2193837164564,1057.061611168801, ATTACK 
5806,3393,1116,4441.723261194505,142.6455542538,246.80055967691848,1111.7184566475469, ATTACK 
59726,452,891,5075.042543543248,155.590404663911,292.98803360826923,1026.552361182696, ATTACK 
88097,794,1703,2420.1264862445664,267.42007382055914,157.14117469283977,778.8164979738806, BENIGN 
22446,226,4832,4783.875904783788,311.65903403647485,276.10132745280725,926.3711124217324, BENIGN 
4326,2571,2313,2687.340575049908,208.46915580468394,122.21699949704501,1413.3750838734024, BENIGN 
14013,4181,1314,4223.818436712077,194.19321089950373,218.93194629370788,851.3870600484469, ATTACK 
12784,4508,2569,3850.2869624073146,361.5074402138371,193.02382614648116,1007.5005374309646, BENIGN 
20453,2872,1742,627.5298968968509,304.8701333402912,213.23956276051717,805.1239184394074, BENIGN 
18019,272,3323,1840.5274380878518,334.6389344583605,140.76760006053502,1357.1494848383234, ATTACK 
63701,3131,2194,1534.4545004275703,214.683995325342,240.5818419235141,1027.2407713060886, BENIGN 
22305,3189,2943,861.5435620489347,208.3983530147325,321.04010858603465,732.6090970377259, BENIGN 
54832,2985,2182,4055.1779800747872,325.9112483730526,141.9700190428535,1002.4938404861139, BENIGN 
40176,3606,2408,5482.5262261440785,228.98193117952812,223.2751865164256,915.6388414814813, BENIGN 
65436,2786,2236,2690.792994361136,201.131437648637,269.91111847553094,1487.4037388137908, BENIGN 
65548,3520,1970,4024.987998439655,176.9442850891828,189.2281490284185,984.359372722888, BENIGN 
59290,2432,4818,4781.5503812288935,209.09638882883348,305.22750450896604,516.0378890667116, BENIGN 
89260,751,1329,3249.9980402193114,320.00668411669415,179.92181610068994,1174.5216327573344, BENIGN 
19626,400,4027,2969.624322101952,129.2268114617638,201.85937077608435,1625.1306016778512, ATTACK 
52450,4536,3550,2705.1744867094894,300.32419746751407,140.47920625014,1418.925811341188, BENIGN 
39428,2205,2640,3645.0706586459683,193.3424993003081,218.86132499488522,613.9732194251612, BENIGN 
53249,1612,1588,4049.6328600390966,233.1759684170445,210.21160618492792,905.9451494862136, BENIGN 
13997,1466,2419,3554.1658872470166,238.30035355061153,254.51308713914065,989.2608879223257, BENIGN 
31931,259,4248,3512.9556909802404,232.34041026901508,165.46557717043942,993.5078995037577, BENIGN 
94102,4725,910,2938.5565185504543,227.0297896067625,162.2603062814598,1133.3366500125935, BENIGN 
80068,417,2931,1088.4545699126681,214.45152529270422,242.37444825299872,879.5646473214736, BENIGN 
42605,1095,3824,inf,204.28598608468775,307.80333430521944,679.5316592967129, BENIGN 
11049,2288,3170,1458.4498564621824,355.5818837572378,254.03071733416888,1333.130117778126, BENIGN 
64849,1791,721,3743.262770502986,252.0039452855942,339.31885740278017,606.7518712054668, BENIGN 
30111,200,2544,3906.8839799915454,239.9241365420042,248.8715229855367,719.2592106356751, ATTACK 
32947,1646,915,1631.4814746111283,198.4277822118331,246.3504999098058,604.5766433216054, ATTACK 
9699,3897,4642,2270.6390512738144,217.36449430954542,257.55050164689436,1214.274352408262, BENIGN 
28909,1253,1759,5545.769461667694,198.70630333109057,314.1719529045414,1037.264958295191, BENIGN 
21418,4329,2108,2904.621314556742,311.22753375316006,296.62990462820306,1309.2262668966273, ATTACK 
3400,1801,4287,1535.7435894785774,189.71207308232587,134.05852368238612,725.1823043103633, ATTACK 
58660,67,2135,3961.055087655649,70.30033026814289,266.040732132705,561.4454090377565, BENIGN 
96949,545,970,2072.7897533121827,254.6646429971909,228.57495540589557,844.6346655854206, BENIGN 
12596,4050,4465,695.3711730550854,227.64873379438328,196.41754888777507,936.1259496337977, BENIGN 
5245,2028,3240,3623.7234576557603,203.13694265541585,85.89495911798055,1073.1837077195228, BENIGN 
10062,4906,3024,1900.0586210602457,322.9244895958157,102.1887362817805,411.16292834929675, BENIGN 
54589,3944,378,3385.426010666926,31.318431756150716,184.48729459208306,1167.5558021492861, BENIGN 
82591,152,2246,2024.7719542771629,376.0995251975912,107.4785944095679,687.0164415986694, BENIGN 
30964,1563,2297,3848.645033123622,334.3742208357993,185.93702268722598,773.4045224588756, ATTACK 
11830,3625,1311,3220.197989527123,199.75573894441456,260.003887693337,1410.7983358994966, BENIGN 
9595,316,2822,-107.05030675077705,213.93725826535984,169.33305735806906,235.8811040913805, ATTACK 
60805,4995,1225,3458.4150488455057,290.35095611701513,215.84238219258657,1112.8757095084334, ATTACK 
35674,832,2355,2652.3224058835317,292.4972791872798,135.1033629204653,1111.5550205236195, ATTACK 
35201,3985,4007,4700.0611706289665,199.28945139427515,230.9137099479582,713.4252581022351, BENIGN 
23863,4202,3676,3474.2494188190217,120.6578596908592,245.5694774028696,843.5484876793923, BENIGN 
89636,2527,1398,3907.389412503618,419.0954176961603,110.39460200901007,1427.3663807529495, BENIGN 
37490,4018,1038,2147.35103877489,326.4899239948441,157.3679592381408,1687.0232403898594, ATTACK 
70755,4424,29,2051.918699018444,262.548242263548,121.29808128148511,1372.6540534095598, BENIGN 
74230,3672,1728,2969.220802727322,264.06201993920354,245.64503577724963,1660.0550837161647, BENIGN 
5943,3539,98,2567.260647847381,299.7053622797217,221.48045923837265,758.033826366358, BENIGN 
24842,1943,642,4605.610862652098,309.28506288360074,206.5201744035094,446.9705767391706, BENIGN 
89546,1462,4892,2816.017129532007,83.09066580096257,201.02029233010765,981.5824720344648, BENIGN 
88282,4338,4278,1530.213900019526,221.93024165077384,232.59848048028135,1281.7005226369854, BENIGN 
41390,1122,2799,inf,213.61360350365396,233.99960444079838,350.8374628590806, BENIGN 
15621,2073,3872,4158.061301536805,237.08522731984144,175.309575433052,675.7401027357364, BENIGN 
29823,2563,2445,2799.2911868844876,311.663515451345,165.50822372907092,714.611717445494, BENIGN 
94927,1954,3006,2735.1458784602864,106.7935842034151,205.8703363474192,1124.7972468354574, BENIGN 
67278,1865,4589,4272.225083061356,142.06860915492985,196.7185571400188,1079.6668473123552, BENIGN 
7545,2996,393,1902.28417336135,195.46039707714988,354.24775575345234,728.6937292734792, BENIGN 
71797,1648,1759,317.7884418872036,262.34761011732485,183.12737293402435,1062.9339191917775, BENIGN 
14694,4943,596,1976.5600243720294,316.5700490672299,230.2765718480065,599.3181853328326, BENIGN 
30325,890,3975,3290.5069062556095,380.50587356489257,242.61485417982044,850.751315584524, ATTACK 
48163,1945,4113,2700.5861755942924,227.09166400925207,308.0367003429934,557.3237615582492, BENIGN 
35166,4226,3609,1127.4844558986806,316.4384727699988,153.21707857777056,947.4167602718153, BENIGN 
69825,2378,3045,4219.271437621861,306.81299826126,303.77534803991693,719.828759399925, BENIGN 
15633,3525,2386,3196.1963353013384,293.3335320856104,199.68230979754114,1241.6312570240011, BENIGN 
87706,3235,118,3466.8176336561905,248.05752481294397,385.09416607524815,990.8345252465074, BENIGN 
59344,1657,3873,3503.5323117400444,218.0374449247597,235.38215534583045,920.6400368761275, ATTACK 
30564,3720,4470,1441.7709049801258,164.76805355179096,123.97496094543928,1618.8435291481119, BENIGN 
95690,1189,4828,3363.454699715389,159.47257071026218,196.19889291499805,1134.150861956523, BENIGN 
47846,3749,1709,4088.9445398424077,277.7665458798404,303.53885501297776,871.146070728825, BENIGN 
41663,641,1003,4368.372276444785,245.64619917744687,215.7078808087859,795.6926285198709, BENIGN 
2114,3470,3270,3865.515990015543,216.75940977278515,205.82622146820268,586.5895879240625, ATTACK 
99620,563,88,3615.75559031043,303.1846901037447,260.3298014707379,976.9406400908238, ATTACK 
84640,4344,302,915.0944822755032,233.96086663289805,185.85016165327121,1107.6647398318225, BENIGN 
17642,3127,4107,2982.0784166670355,176.9456676971817,195.24867769519443,329.968402624674, BENIGN 
94775,203,4784,1852.1107806762643,228.68015447758532,143.87278430479154,522.6057655575498, BENIGN 
79610,544,2018,4538.60145833563,315.6503877766395,331.0174546676473,819.3640237565977, ATTACK 
42091,937,2539,4356.45539085246,168.11893982592653,124.41721045267279,615.6367494372564, BENIGN 
92810,4801,2722,1859.365427135768,266.74214540300346,221.8626661834442,1015.1401201090786, BENIGN 
55911,2947,693,2944.8261795527815,245.56594044848927,243.5919183657353,1063.7532150174097, ATTACK 
68805,1396,1113,3298.2113322085283,189.13520869044368,209.04442160570767,957.1924212234508, ATTACK 
18321,1384,1492,4080.9495089868406,226.5318250368407,122.22960431571236,1192.5610124844563, BENIGN 
10933,129,4209,989.2581001590561,124.26535929770762,140.08651806022067,795.2807028512282, BENIGN 
52773,1016,2191,inf,258.7712155325866,246.5761842849633,983.9332988388112, BENIGN 
32654,4276,3606,3045.778213008986,140.82136132821122,155.4084483982692,648.8402453076285, ATTACK 
98171,2994,973,-37.70018685051673,335.7949773778232,64.95879442580747,1099.6168975523806, BENIGN 
8567,1838,4766,3190.286891774477,242.64220615726492,237.08848259523694,1026.567854420215, BENIGN 
76282,107,4417,3710.6493282992906,204.25490747445807,148.92532340309535,580.5127540441857, BENIGN 
60175,1715,2376,4483.295889993327,342.8447462445163,254.1853491499176,945.7292186783358, BENIGN 
87895,1915,1128,2252.918098492809,167.45209246201856,195.88650912430006,986.7623443565396, BENIGN 
99814,593,4882,3193.4179753621875,190.18536753317295,192.51313700403375,1098.3541661270424, BENIGN 
87056,3036,4040,3781.8118075923894,103.66026703746834,213.65667281119522,1111.3414772999029, BENIGN 
37476,3302,2554,1589.135989902771,354.76050434662216,130.30546689577332,747.5849213697129, BENIGN 
69562,4990,1338,4098.417357301918,399.82925572745575,152.2182838681672,1267.2756302764499, ATTACK 
16295,1794,3107,3329.21079027318,116.11248174463529,191.8053165871736,1183.06948759374, BENIGN 
48595,1380,1852,2273.464403153028,184.7382047506667,129.89599526606008,746.3971434280838, BENIGN 
26864,4115,3370,3169.6566866707153,255.58508652064415,259.96723616231503,600.0560342449701, ATTACK 
25016,1752,4162,2832.7986177843127,208.74446903930777,188.48347136583368,773.1469241470147, BENIGN 
57080,3153,2449,3936.0887402974377,247.49479950856815,108.53943788443652,484.9232183292735, ATTACK 
12692,3687,241,2567.447891823681,240.59216466317537,170.867971484768,1072.802279225963, BENIGN 
56896,4399,2814,3272.508592054631,282.60414881426436,217.08417954453353,1414.2459730765374, BENIGN 
40092,1594,4293,2254.8820582160247,173.12276048368426,178.77366825416792,1497.541120274082, BENIGN 
22982,3113,1117,1874.588593569921,265.4127720195395,237.98711204769825,618.7305038133208, BENIGN 
56212,656,4796,3205.8393502918184,160.7098061672642,250.18254446588463,1275.381491133091, BENIGN 
75070,3896,1812,1923.8787995777166,217.05136671747414,378.11901931671804,1029.5753072563148, BENIGN 
61000,226,3420,3960.6963497385877,111.0598937991983,290.54509409525076,161.42087886497745, BENIGN 
8802,3482,3510,3710.6790386125485,217.63614468387448,95.45407589456634,883.6609979717065, BENIGN 
56207,1045,911,2081.8626523873354,204.18099336736202,184.78372605009278,844.7109278823464, ATTACK 
62304,2313,195,3256.5365182478185,325.48634853909294,191.33510952864236,1423.786263591146, BENIGN 
68346,382,4743,2076.36011959918,245.2591942144319,250.25496456972473,695.1659218573302, BENIGN 
42570,3443,3502,1074.8246330379889,259.8002586483054,144.6489750508802,1197.0725215172927, BENIGN 
9490,2411,3156,2283.3297990635556,248.20383772022544,172.8123485061163,962.5190827545529, BENIGN 
12718,3318,1519,2939.6198048727474,79.67129244752942,122.89116868634746,493.96684884991333, BENIGN 
33190,1738,541,3625.6904698962403,90.24429918626655,167.84139935559443,806.7351420046864, BENIGN 
63438,34,1359,inf,224.50578932953565,170.45241169235456,1536.071011019496, BENIGN 
73905,2905,2739,4089.209538033874,272.28479905390446,188.08959310005258,939.3203079546312, BENIGN 
67305,3493,3467,1822.600594300111,231.21078458239103,126.94410841561701,1317.053470819253, BENIGN 
31222,3324,1595,2547.9619345054084,180.87528200532398,278.7418017580625,1297.8690007038124, BENIGN 
44002,1311,1075,4973.240042119591,230.77495045074377,243.05497039833696,843.1076520736175, BENIGN 
4679,3583,1248,682.7039364590105,223.83315727644845,108.58191590998848,550.8021333440053, BENIGN 
79799,2709,4808,2457.6548328888066,312.32025991058987,211.81810574171996,596.863584830063, BENIGN 
35346,1051,3152,1714.2072626848217,307.8415985492644,100.43215841802157,1508.0834648834284, BENIGN 
